,date,date,high,low,open,volume,adj close,ma5,ma10,ma30,macd,ema,year,month,date,date,day,close,Name
0,2016-06-01,1,9.850000381469727,9.670000076293945,9.670000076293945,62000.0,9.633992195129395,,,,0.0,9.850000381469727,2016,6,2016-06-01,1,2,9.850000381469727,光鋐(4956)
1,2016-06-02,2,9.880000114440918,9.75,9.800000190734863,41000.0,9.585087776184082,,,,-0.0011217991511021097,9.812500238418579,2016,6,2016-06-02,2,3,9.800000190734863,光鋐(4956)
2,2016-06-03,3,9.850000381469727,9.630000114440918,9.800000190734863,71000.0,9.57530689239502,,,,-0.001739501280114908,9.796923123873196,2016,6,2016-06-03,3,4,9.789999961853027,光鋐(4956)
3,2016-06-06,6,9.789999961853027,9.600000381469727,9.789999961853027,55000.0,9.418816566467285,,,,-0.007754547107625243,9.684250092506408,2016,6,2016-06-06,6,0,9.630000114440918,光鋐(4956)
4,2016-06-07,7,9.75,9.619999885559082,9.75,51000.0,9.409035682678223,9.738000106811523,,,-0.0112577124251807,9.64123962339291,2016,6,2016-06-07,7,1,9.619999885559082,光鋐(4956)
5,2016-06-08,8,9.619999885559082,9.539999961853027,9.619999885559082,140000.0,9.330789566040039,9.676000022888184,,,-0.016572825878434116,9.573653805386888,2016,6,2016-06-08,8,2,9.539999961853027,光鋐(4956)
6,2016-06-13,13,9.680000305175781,9.399999618530273,9.539999961853027,70000.0,9.24276351928711,9.605999946594238,,,-0.02377315733253127,9.491180097086104,2016,6,2016-06-13,13,0,9.449999809265137,光鋐(4956)
7,2016-06-14,14,9.5,9.319999694824219,9.34000015258789,51000.0,9.24276351928711,9.53799991607666,,,-0.028218959838824276,9.463722386883527,2016,6,2016-06-14,14,1,9.449999809265137,光鋐(4956)
8,2016-06-15,15,9.449999809265137,9.300000190734863,9.359999656677246,65000.0,9.24276351928711,9.501999855041504,,,-0.030868230963944754,9.454573536994872,2016,6,2016-06-15,15,2,9.449999809265137,光鋐(4956)
9,2016-06-16,16,9.399999618530273,9.239999771118164,9.399999618530273,58000.0,9.193859100341797,9.457999801635742,9.597999954223633,,-0.0348739321244782,9.41819030853197,2016,6,2016-06-16,16,3,9.399999618530273,光鋐(4956)
10,2016-06-17,17,9.40999984741211,9.300000190734863,9.40999984741211,74000.0,9.193859100341797,9.429999732971192,9.552999877929688,,-0.03727943709493431,9.406063113405802,2016,6,2016-06-17,17,4,9.399999618530273,光鋐(4956)
11,2016-06-20,20,10.149999618530273,9.420000076293945,9.420000076293945,207000.0,9.829606056213379,9.549999809265136,9.577999877929688,,-0.0028306975272283097,9.83535530608084,2016,6,2016-06-20,20,0,10.050000190734863,光鋐(4956)
12,2016-06-21,21,10.149999618530273,9.800000190734863,10.149999618530273,60000.0,9.64377212524414,9.63199977874756,9.58499984741211,,0.0120221887089631,9.85178488345016,2016,6,2016-06-21,21,1,9.859999656677246,光鋐(4956)
13,2016-06-22,22,10.149999618530273,9.819999694824219,9.819999694824219,162000.0,9.73179817199707,9.731999778747559,9.61699981689453,,0.028199693032881612,9.917261514349681,2016,6,2016-06-22,22,2,9.949999809265137,光鋐(4956)
14,2016-06-23,23,10.0,9.899999618530273,9.970000267028809,42000.0,9.682894706726074,9.831999778747559,9.644999790191651,,0.037073068350993665,9.905753583001403,2016,6,2016-06-23,23,3,9.899999618530273,光鋐(4956)
15,2016-06-24,24,10.300000190734863,9.600000381469727,10.300000190734863,181000.0,9.389473915100098,9.871999931335449,9.650999832153321,,0.02514530797022374,9.701918110578402,2016,6,2016-06-24,24,4,9.600000381469727,光鋐(4956)
16,2016-06-27,27,10.100000381469727,9.699999809265137,9.699999809265137,76000.0,9.692675590515137,9.843999862670898,9.696999835968018,,0.03492085463476968,9.84063926954173,2016,6,2016-06-27,27,0,9.90999984741211,光鋐(4956)
17,2016-06-28,28,10.100000381469727,9.920000076293945,9.949999809265137,1123000.0,9.878509521484375,9.892000007629395,9.761999893188477,,0.053958154584782037,10.013546677940031,2016,6,2016-06-28,28,1,10.100000381469727,光鋐(4956)
18,2016-06-29,29,10.399999618530273,10.100000381469727,10.149999618530273,159000.0,10.07412338256836,9.96200008392334,9.84699993133545,,0.08076194571548712,10.204515686634226,2016,6,2016-06-29,29,2,10.300000190734863,光鋐(4956)
19,2016-06-30,30,10.5,10.25,10.300000190734863,148000.0,10.025219917297363,10.032000160217285,9.931999969482423,,0.09718708847622004,10.234838562220105,2016,6,2016-06-30,30,3,10.25,光鋐(4956)
20,2016-07-01,1,10.5,10.25,10.25,120000.0,10.123026847839355,10.182000160217285,10.027000045776367,,0.11532872556932716,10.311613108393859,2016,7,2016-07-01,1,4,10.350000381469727,光鋐(4956)
21,2016-07-04,4,10.399999618530273,10.300000190734863,10.350000381469727,67000.0,10.171929359436035,10.280000114440918,10.061999988555907,,0.13135375309298247,10.37053744848668,2016,7,2016-07-04,4,0,10.399999618530273,光鋐(4956)
22,2016-07-05,5,10.350000381469727,10.100000381469727,10.350000381469727,75000.0,10.07412338256836,10.320000076293946,10.10600004196167,,0.1354309424996476,10.323512609984968,2016,7,2016-07-05,5,1,10.300000190734863,光鋐(4956)
23,2016-07-06,6,10.100000381469727,9.8100004196167,10.0,89000.0,9.878509521484375,10.280000114440918,10.12100009918213,,0.12324971672770779,10.174504457640944,2016,7,2016-07-06,6,2,10.100000381469727,光鋐(4956)
24,2016-07-07,7,10.300000190734863,10.0,10.100000381469727,49000.0,10.07412338256836,10.29000015258789,10.161000156402588,,0.1262290610616077,10.258168279703655,2016,7,2016-07-07,7,3,10.300000190734863,光鋐(4956)
25,2016-07-08,8,10.300000190734863,10.300000190734863,10.300000190734863,0.0,10.07412338256836,10.280000114440918,10.2310001373291,,0.12706902474108084,10.286056220391139,2016,7,2016-07-08,8,4,10.300000190734863,光鋐(4956)
26,2016-07-11,11,10.449999809265137,10.199999809265137,10.449999809265137,64000.0,10.07412338256836,10.260000228881836,10.270000171661376,,0.12623865030901094,10.295352200620291,2016,7,2016-07-11,11,0,10.300000190734863,光鋐(4956)
27,2016-07-12,12,10.300000190734863,10.100000381469727,10.100000381469727,35000.0,9.97631549835205,10.240000152587891,10.280000114440918,,0.11696932353052958,10.231783939716852,2016,7,2016-07-12,12,1,10.199999809265137,光鋐(4956)
28,2016-07-13,13,10.149999618530273,10.0,10.0,182000.0,9.829606056213379,10.230000114440918,10.255000114440918,,0.09756386020040075,10.110594773728858,2016,7,2016-07-13,13,2,10.050000190734863,光鋐(4956)
29,2016-07-14,14,10.300000190734863,10.050000190734863,10.100000381469727,144000.0,9.927412033081055,10.2,10.245000076293945,9.925,0.08854535010885378,10.136864670263135,2016,7,2016-07-14,14,3,10.149999618530273,光鋐(4956)
30,2016-07-15,15,10.300000190734863,10.149999618530273,10.149999618530273,53000.0,9.97631549835205,10.179999923706054,10.230000019073486,9.93666664759318,0.0841326085042926,10.178954762931134,2016,7,2016-07-15,15,4,10.199999809265137,光鋐(4956)
31,2016-07-18,18,10.449999809265137,10.25,10.300000190734863,87000.0,10.171929359436035,10.199999809265137,10.230000019073486,9.956666628519693,0.09443352530782256,10.326317999997228,2016,7,2016-07-18,18,0,10.399999618530273,光鋐(4956)
32,2016-07-19,19,10.550000190734863,10.199999809265137,10.199999809265137,224000.0,10.025219917297363,10.20999984741211,10.225,9.971999963124594,0.09028630177787278,10.27543933333241,2016,7,2016-07-19,19,1,10.25,光鋐(4956)
33,2016-07-20,20,11.25,10.350000381469727,10.350000381469727,980000.0,10.856579780578613,10.419999885559083,10.325,10.020999972025553,0.14929479840967907,10.825146698757287,2016,7,2016-07-20,20,2,11.100000381469727,光鋐(4956)
34,2016-07-21,21,11.300000190734863,10.899999618530273,11.100000381469727,334000.0,10.856579780578613,10.610000038146973,10.405000019073487,10.070333321889242,0.1937215834417465,11.008382487232247,2016,7,2016-07-21,21,3,11.100000381469727,光鋐(4956)
35,2016-07-22,22,12.199999809265137,11.550000190734863,11.550000190734863,972000.0,11.932456016540527,11.010000038146973,10.594999980926513,10.158999983469645,0.30896289757685835,11.802794035254173,2016,7,2016-07-22,22,4,12.199999809265137,光鋐(4956)
36,2016-07-25,25,12.649999618530273,11.75,12.600000381469727,2335000.0,11.492324829101562,11.280000114440918,10.739999961853027,10.235666656494141,0.36158091267495607,11.76759801175139,2016,7,2016-07-25,25,0,11.75,光鋐(4956)
37,2016-07-26,26,12.25,11.850000381469727,11.850000381469727,732000.0,11.687938690185547,11.620000076293945,10.914999961853027,10.318999989827473,0.41376603827735003,11.889199210093887,2016,7,2016-07-26,26,1,11.949999809265137,光鋐(4956)
38,2016-07-27,27,12.149999618530273,11.649999618530273,12.149999618530273,418000.0,11.39451789855957,11.729999923706055,11.074999904632568,10.39233331680298,0.42701650792193035,11.729732815718144,2016,7,2016-07-27,27,2,11.649999618530273,光鋐(4956)
39,2016-07-28,28,11.800000190734863,11.399999618530273,11.649999618530273,228000.0,11.149999618530273,11.789999771118165,11.199999904632568,10.458999983469646,0.41338838324583627,11.509910684259564,2016,7,2016-07-28,28,3,11.399999618530273,光鋐(4956)
40,2016-07-29,29,11.600000381469727,11.199999809265137,11.399999618530273,343000.0,11.003290176391602,11.599999809265137,11.304999923706054,10.52066666285197,0.3864823045477497,11.33663689475319,2016,7,2016-07-29,29,4,11.25,光鋐(4956)
41,2016-08-01,1,11.5,11.300000190734863,11.449999809265137,119000.0,11.198904037475586,11.539999771118165,11.40999994277954,10.567333316802978,0.3763603483399365,11.412212171094488,2016,8,2016-08-01,1,0,11.449999809265137,光鋐(4956)
42,2016-08-02,2,11.449999809265137,11.149999618530273,11.449999809265137,125000.0,11.149999618530273,11.429999732971192,11.524999904632569,10.618666648864746,0.3602683144593257,11.404070469385012,2016,8,2016-08-02,2,1,11.399999618530273,光鋐(4956)
43,2016-08-03,3,11.449999809265137,11.199999809265137,11.399999618530273,154000.0,11.198904037475586,11.389999771118164,11.55999984741211,10.668666648864747,0.3474053032135789,11.434690029305095,2016,8,2016-08-03,3,2,11.449999809265137,光鋐(4956)
44,2016-08-04,4,12.550000190734863,12.25,12.25,757000.0,12.274781227111816,11.619999885559082,11.704999828338623,10.757000001271566,0.41856119790269375,12.17823013692494,2016,8,2016-08-04,4,3,12.550000190734863,光鋐(4956)
45,2016-08-05,5,13.800000190734863,13.199999809265137,13.550000190734863,3239000.0,13.497368812561035,12.129999923706055,11.864999866485595,10.896999994913736,0.5665288168938893,13.259410172798221,2016,8,2016-08-05,5,4,13.800000190734863,光鋐(4956)
46,2016-08-08,8,15.149999618530273,14.050000190734863,14.100000381469727,9251000.0,14.817763328552246,12.869999885559082,12.204999828338623,11.07166665395101,0.7809364850103275,14.519803136619588,2016,8,2016-08-08,8,0,15.149999618530273,光鋐(4956)
47,2016-08-09,9,15.800000190734863,14.800000190734863,15.649999618530273,4949000.0,14.52434253692627,13.560000038146972,12.494999885559082,11.229999987284343,0.9165386440599406,14.739934633186346,2016,8,2016-08-09,9,1,14.850000381469727,光鋐(4956)
48,2016-08-10,10,15.149999618530273,14.25,15.0,2615000.0,14.182018280029297,14.170000076293945,12.779999923706054,11.369999980926513,0.9849354450419625,14.579978211062114,2016,8,2016-08-10,10,2,14.5,光鋐(4956)
49,2016-08-11,11,14.600000381469727,13.600000381469727,14.600000381469727,2192000.0,13.69298267364502,14.460000038146973,13.039999961853027,11.494999980926513,0.9881473097135203,14.193326070354038,2016,8,2016-08-11,11,3,14.0,光鋐(4956)
50,2016-08-12,12,14.300000190734863,13.5,14.300000190734863,1446000.0,13.448465347290039,14.45,13.289999961853027,11.608333301544189,0.9597909226001562,13.89777535678468,2016,8,2016-08-12,12,4,13.75,光鋐(4956)
51,2016-08-15,15,14.350000381469727,13.649999618530273,13.899999618530273,2542000.0,13.448465347290039,14.170000076293945,13.519999980926514,11.719999980926513,0.9266126824483596,13.79925845226156,2016,8,2016-08-15,15,0,13.75,光鋐(4956)
52,2016-08-16,16,14.300000190734863,13.699999809265137,13.800000190734863,1731000.0,13.9375,14.05,13.805000019073486,11.85166664123535,0.9292977031530807,14.099752817420521,2016,8,2016-08-16,16,1,14.25,光鋐(4956)
53,2016-08-17,17,15.649999618530273,14.649999618530273,14.699999809265137,8779000.0,15.306797981262207,14.279999923706054,14.225,12.036666615804036,1.0308415949186998,15.133250684827024,2016,8,2016-08-17,17,2,15.649999618530273,光鋐(4956)
54,2016-08-18,18,15.800000190734863,14.800000190734863,15.600000381469727,4789000.0,14.475439071655273,14.439999961853028,14.45,12.186666615804036,1.0317169527310543,14.911083688765585,2016,8,2016-08-18,18,3,14.800000190734863,光鋐(4956)
55,2016-08-19,19,15.5,14.699999809265137,15.0,2631000.0,14.377632141113281,14.629999923706055,14.539999961853027,12.333333269755046,1.0127439103295277,14.770361102431954,2016,8,2016-08-19,19,4,14.699999809265137,光鋐(4956)
