,date,high,low,open,volume,adj close,ma5,ma10,ma30,macd,ema,year,month,date_1,day,close,Name
0,2016-06-01,13.64705753326416,13.235294342041016,13.352940559387207,2743800.0,10.697360038757324,,,,0.0,13.411764144897461,2016,6,1,2,13.411764144897461,光磊(2340)
1,2016-06-02,13.470587730407715,13.294116973876953,13.411764144897461,937550.0,10.697360038757324,,,,0.0,13.411764144897461,2016,6,2,3,13.411764144897461,光磊(2340)
2,2016-06-03,13.529411315917969,13.294116973876953,13.470587730407715,580550.0,10.603523254394531,,,,-0.003648231733718532,13.330316103421724,2016,6,3,4,13.294116973876953,光磊(2340)
3,2016-06-06,13.470587730407715,13.294116973876953,13.352940559387207,692750.0,10.650442123413086,,,,-0.0030943069973279336,13.345587611198425,2016,6,6,0,13.352940559387207,光磊(2340)
4,2016-06-07,13.529411315917969,13.352940559387207,13.529411315917969,837250.0,10.697360038757324,13.376469993591309,,,-0.0003874437843922607,13.389887604831664,2016,6,7,1,13.411764144897461,光磊(2340)
5,2016-06-08,13.529411315917969,13.352940559387207,13.411764144897461,909500.0,10.697360038757324,13.376469993591309,,,0.0012470307558487548,13.404491998337127,2016,6,8,2,13.411764144897461,光磊(2340)
6,2016-06-13,13.352940559387207,13.176469802856445,13.294116973876953,834700.0,10.603523254394531,13.352940559387207,,,-0.0030558595672669497,13.330874987512363,2016,6,13,0,13.294116973876953,光磊(2340)
7,2016-06-14,13.470587730407715,13.294116973876953,13.294116973876953,699550.0,10.697360038757324,13.376469993591309,,,-0.0002966685311740491,13.384809312878586,2016,6,14,1,13.411764144897461,光磊(2340)
8,2016-06-15,13.529411315917969,13.411764144897461,13.411764144897461,756500.0,10.791196823120117,13.411764144897461,,,0.0074554377109112835,13.481215546182252,2016,6,15,2,13.529411315917969,光磊(2340)
9,2016-06-16,13.64705753326416,13.470587730407715,13.529411315917969,993650.0,10.791196823120117,13.435293579101563,13.405881786346436,,0.012846105735219382,13.513346603481674,2016,6,16,3,13.529411315917969,光磊(2340)
10,2016-06-17,13.764704704284668,13.588234901428223,13.588234901428223,1057400.0,10.931953430175781,13.494117164611817,13.435293579101563,,0.02596291231865777,13.641704307376042,2016,6,17,4,13.70588207244873,光磊(2340)
11,2016-06-20,14.058822631835938,13.823529243469238,13.823529243469238,1829200.0,11.119625091552734,13.623529052734375,13.488234806060792,,0.0481512216524127,13.841352754458955,2016,6,20,0,13.941176414489746,光磊(2340)
12,2016-06-21,14.0,13.882351875305176,13.941176414489746,911200.0,11.119625091552734,13.729411506652832,13.55294075012207,,0.06396792711623256,13.90790190288747,2016,6,21,1,13.941176414489746,光磊(2340)
13,2016-06-22,14.058822631835938,13.823529243469238,13.941176414489746,1426300.0,11.213460922241211,13.835293769836426,13.623528957366943,,0.08179445631117943,14.008515743222302,2016,6,22,2,14.058822631835938,光磊(2340)
14,2016-06-23,14.058822631835938,13.941176414489746,14.058822631835938,698700.0,11.119625091552734,13.917646789550782,13.676470184326172,,0.08721340116955467,13.963622854271936,2016,6,23,3,13.941176414489746,光磊(2340)
15,2016-06-24,14.0,13.411764144897461,13.941176414489746,1705950.0,10.744278907775879,13.870587921142578,13.682352542877197,,0.06168803723776506,13.634932764060128,2016,6,24,4,13.470587730407715,光磊(2340)
16,2016-06-27,13.823529243469238,13.411764144897461,13.411764144897461,1402500.0,10.978869438171387,13.835293579101563,13.729411315917968,,0.05965714247883014,13.721447391546416,2016,6,27,0,13.764704704284668,光磊(2340)
17,2016-06-28,13.823529243469238,13.64705753326416,13.64705753326416,10342800.0,10.978869438171387,13.799999237060547,13.764705371856689,,0.05736944137479938,13.750285600113019,2016,6,28,1,13.764704704284668,光磊(2340)
18,2016-06-29,14.0,13.764704704284668,13.764704704284668,759900.0,11.119625091552734,13.77646999359131,13.805881881713868,,0.06623397508590045,13.87754614314033,2016,6,29,2,13.941176414489746,光磊(2340)
19,2016-06-30,14.176469802856445,13.941176414489746,14.0,1865750.0,11.30729866027832,13.823528671264649,13.870587730407715,,0.08760447474595345,14.076828583008227,2016,6,30,3,14.176469802856445,光磊(2340)
20,2016-07-01,14.70588207244873,14.235294342041016,14.235294342041016,3725550.0,11.494970321655273,14.011763954162598,13.941175937652588,,0.11863283202391095,14.300118957622397,2016,7,1,4,14.411764144897461,光磊(2340)
21,2016-07-04,14.70588207244873,14.529411315917969,14.529411315917969,2839000.0,11.635725975036621,14.176469993591308,14.005881786346436,,0.15307876521902664,14.492196253499069,2016,7,4,0,14.588234901428223,光磊(2340)
22,2016-07-05,14.764704704284668,14.529411315917969,14.64705753326416,2233800.0,11.682642936706543,14.352940559387207,14.076469898223877,,0.18197473282383037,14.595437106676892,2016,7,5,1,14.64705753326416,光磊(2340)
23,2016-07-06,15.058822631835938,14.588234901428223,14.64705753326416,3559800.0,11.82339859008789,14.529411125183106,14.152940559387208,,0.21440158800145426,14.74749853120566,2016,7,6,2,14.823529243469238,光磊(2340)
24,2016-07-07,15.411764144897461,15.0,15.058822631835938,4103800.0,12.011070251464844,14.705881690979004,14.264705181121826,,0.2534510958164802,14.955047931626089,2016,7,7,3,15.058822631835938,光磊(2340)
25,2016-07-08,15.058822631835938,15.058822631835938,15.058822631835938,0.0,12.011070251464844,14.835293388366699,14.423528671264648,,0.28087891397419895,15.024231065099348,2016,7,8,4,15.058822631835938,光磊(2340)
